INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
265187651,03/15/2023,16:48:00,BROOKLYN,INSIDE,67,0,COMMERCIAL,RESTAURANT/DINER,N,(null),(null),(null),25-44,M,BLACK,1007072,176611,40.651406,-73.917753,POINT (-73.917753 40.651406)
262145578,01/18/2023,20:51:00,BRONX,INSIDE,47,0,DWELLING,PVT HOUSE,Y,(null),(null),(null),18-24,M,BLACK,1030239,264466,40.892454,-73.833662,POINT (-73.833662 40.892454)
263787046,02/17/2023,00:27:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1020019,186879,40.67954414,-73.87104034,POINT (-73.87104034 40.67954414)
263692951,02/15/2023,21:55:00,MANHATTAN,OUTSIDE,33,0,STREET,(null),Y,45-64,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,999318,245037,40.83923231,-73.94554424,POINT (-73.94554424 40.83923231)
265816883,03/28/2023,21:20:00,BROOKLYN,OUTSIDE,79,0,COMMERCIAL,RESTAURANT/DINER,N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1001031,188116,40.682997,-73.939495,POINT (-73.939495 40.682997)
264144075,02/23/2023,14:52:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),Y,45-64,M,BLACK,45-64,M,BLACK,999409,233697,40.808109,-73.945238,POINT (-73.945238 40.808109)
263141403,02/06/2023,15:01:00,BROOKLYN,OUTSIDE,90,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,<18,F,BLACK,1000575,198114,40.710442,-73.941114,POINT (-73.941114 40.710442)
263141402,02/06/2023,10:16:00,BROOKLYN,OUTSIDE,69,0,STREET,MULTI DWELL - APT BUILD,Y,(null),(null),(null),18-24,M,BLACK,1010541,175595,,,
263692952,02/15/2023,17:20:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1010638,248020,40.8473932,-73.90462205,POINT (-73.90462205 40.8473932)
265584225,03/23/2023,18:42:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1009904,180751,40.662761,-73.907529,POINT (-73.907529 40.662761)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,Y,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
262270874,01/20/2023,22:25:00,MANHATTAN,INSIDE,5,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,45-64,F,WHITE HISPANIC,987136,202242,40.721784,-73.989585,POINT (-73.989585 40.721784)
263429757,02/10/2023,23:25:00,BROOKLYN,INSIDE,88,0,(null),GROCERY/BODEGA,N,(null),(null),(null),45-64,M,WHITE HISPANIC,993569,191897,40.693387,-73.966393,POINT (-73.966393 40.693387)
261907312,01/13/2023,15:13:00,BRONX,INSIDE,42,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1014365,242623,40.832568,-73.891172,POINT (-73.891172 40.832568)
262051188,01/17/2023,18:23:00,BRONX,OUTSIDE,49,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK HISPANIC,1024599,256713,40.871202,-73.854105,POINT (-73.854105 40.871202)
264657995,03/06/2023,16:44:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,<18,M,BLACK HISPANIC,45-64,M,BLACK HISPANIC,1017703,182860,40.66852195,-73.87941026,POINT (-73.87941026 40.66852195)
265006011,03/11/2023,13:45:00,BROOKLYN,INSIDE,67,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,1002297,175828,40.649267,-73.934961,POINT (-73.934961 40.649267)
262696074,01/29/2023,12:47:00,BROOKLYN,INSIDE,83,0,DWELLING,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK,25-44,M,BLACK,1008352,189038,40.685512,-73.913093,POINT (-73.913093 40.685512)
265006013,03/11/2023,05:40:00,BROOKLYN,INSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,BLACK,45-64,M,BLACK,998286,189884,40.687855,-73.949388,POINT (-73.949388 40.687855)
265339107,03/18/2023,15:45:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,<18,M,BLACK,18-24,M,BLACK,997995,235238,40.812339,-73.950343,POINT (-73.950343 40.812339)
265125161,03/14/2023,22:19:00,BROOKLYN,OUTSIDE,71,0,VEHICLE,(null),N,(null),(null),(null),25-44,M,BLACK,997054,181094,40.66372862,-73.95384809,POINT (-73.95384809 40.66372862)
264366464,02/28/2023,02:06:00,MANHATTAN,INSIDE,32,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,1000489,236574,40.816002,-73.941332,POINT (-73.941332 40.816002)
262334290,01/21/2023,22:23:00,BRONX,OUTSIDE,44,0,OTHER,MULTI DWELL - APT BUILD,Y,(null),(null),(null),25-44,M,BLACK,1007674,242091,40.83113,-73.915354,POINT (-73.915354 40.83113)
265246480,03/16/2023,16:22:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1005235,234883,40.8113504,-73.92419197,POINT (-73.92419197 40.8113504)
261337212,01/04/2023,03:02:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1000482,230365,40.798962,-73.941373,POINT (-73.941373 40.798962)
261643073,01/09/2023,22:00:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),Y,25-44,M,BLACK,45-64,M,BLACK,1010862,178621,40.656911,-73.904087,POINT (-73.904087 40.656911)
261958836,01/15/2023,14:35:00,MANHATTAN,OUTSIDE,25,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,1001768,234797,40.811123,-73.936714,POINT (-73.936714 40.811123)
263399439,02/10/2023,16:55:00,BROOKLYN,OUTSIDE,60,0,COMMERCIAL,GROCERY/BODEGA,N,(null),(null),(null),<18,M,BLACK,984503,148779,40.575042,-73.999086,POINT (-73.999086 40.575042)
262067876,01/17/2023,03:09:00,BRONX,OUTSIDE,48,0,STREET,(null),N,18-24,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,1016391,249523,40.85149942,-73.88382097,POINT (-73.88382097 40.85149942)
265124477,03/13/2023,16:25:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1015216,180239,40.66133694,-73.8883873,POINT (-73.8883873 40.66133694)
265540891,02/07/2023,00:54:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1014522,169915,40.633002,-73.890935,POINT (-73.890935 40.633002)
262747863,01/30/2023,07:25:00,BRONX,OUTSIDE,41,0,STREET,(null),Y,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,1012238,239444,40.82384965,-73.89887473,POINT (-73.89887473 40.82384965)
263482955,02/12/2023,00:58:00,BROOKLYN,OUTSIDE,63,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1002301,166406,40.623406,-73.934972,POINT (-73.934972 40.623406)
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,N,18-24,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1011755,250279,,,
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,N,45-64,M,WHITE HISPANIC,45-64,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
265327272,03/18/2023,12:15:00,QUEENS,INSIDE,102,0,COMMERCIAL,SMALL MERCHANT,Y,(null),(null),(null),18-24,M,BLACK,1029080,192929,40.696109,-73.838332,POINT (-73.838332 40.696109)
265246481,03/16/2023,20:48:00,BROOKLYN,INSIDE,62,0,COMMERCIAL,GROCERY/BODEGA,N,(null),(null),(null),18-24,M,ASIAN / PACIFIC ISLANDER,990091,156542,40.596347,-73.978964,POINT (-73.978964 40.596347)
262270873,01/20/2023,13:28:00,BRONX,OUTSIDE,52,0,OTHER,MULTI DWELL - APT BUILD,N,25-44,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC,1015428,255894,40.868991,-73.887271,POINT (-73.887271 40.868991)
266049108,03/31/2023,03:45:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK HISPANIC,1007843,239931,40.82519916,-73.91475287,POINT (-73.91475287 40.82519916)
262334289,01/21/2023,04:00:00,QUEENS,OUTSIDE,110,0,STREET,BAR/NIGHT CLUB,Y,(null),(null),(null),25-44,F,BLACK,1016250,208615,40.739221,-73.884524,POINT (-73.884524 40.739221)
265630356,03/24/2023,20:15:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1008662,196789,40.70678339,-73.91195031,POINT (-73.91195031 40.70678339)
263211697,02/07/2023,22:25:00,BRONX,OUTSIDE,46,0,STREET,FAST FOOD,N,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1011755,250279,,,
264144635,02/23/2023,20:57:00,BROOKLYN,OUTSIDE,84,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,988688,193728,40.69841422,-73.98399494,POINT (-73.98399494 40.69841422)
263891838,02/18/2023,23:41:00,BRONX,OUTSIDE,49,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1021512,256053,40.869405,-73.865273,POINT (-73.865273 40.869405)
261779759,01/09/2023,19:17:00,QUEENS,OUTSIDE,109,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1029746,219336,40.768588,-73.83575,POINT (-73.83575 40.768588)
262015261,01/16/2023,09:50:00,QUEENS,OUTSIDE,103,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,1038779,192215,40.694097,-73.80336,POINT (-73.80336 40.694097)
261194183,01/01/2023,05:55:00,BRONX,OUTSIDE,47,0,STREET,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,F,BLACK,1023283,264964,40.893855,-73.858817,POINT (-73.858817 40.893855)
265354835,03/19/2023,23:48:00,BRONX,INSIDE,47,0,COMMERCIAL,GROCERY/BODEGA,Y,(null),(null),(null),25-44,M,BLACK,1025687,268586,40.903785,-73.850098,POINT (-73.850098 40.903785)
264600808,03/04/2023,18:29:00,QUEENS,OUTSIDE,114,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,18-24,M,BLACK,1001899,221193,40.773785,-73.936279,POINT (-73.936279 40.773785)
262210198,01/19/2023,19:45:00,BROOKLYN,OUTSIDE,73,0,OTHER,(null),N,(null),(null),(null),<18,M,BLACK,1007451,186237,40.67782385,-73.91635451,POINT (-73.91635451 40.67782385)
264417853,03/01/2023,19:00:00,BRONX,OUTSIDE,52,0,STREET,MULTI DWELL - APT BUILD,N,(null),(null),(null),<18,M,BLACK,1019142,259107,40.877795,-73.873827,POINT (-73.873827 40.877795)
261370748,01/04/2023,20:41:00,BROOKLYN,INSIDE,75,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,1012151,179720,40.659923,-73.899435,POINT (-73.899435 40.659923)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,N,45-64,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
262205775,01/19/2023,20:52:00,BRONX,OUTSIDE,41,0,STREET,(null),N,18-24,M,BLACK,<18,M,BLACK,1012644,236957,40.817024,-73.897415,POINT (-73.897415 40.817024)
262334290,01/21/2023,22:23:00,BRONX,OUTSIDE,44,0,OTHER,MULTI DWELL - APT BUILD,Y,(null),(null),(null),18-24,M,BLACK,1007674,242091,40.83113,-73.915354,POINT (-73.915354 40.83113)
265403526,03/20/2023,19:00:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,1040100,189321,40.686146,-73.79862,POINT (-73.79862 40.686146)
263141403,02/06/2023,15:01:00,BROOKLYN,OUTSIDE,90,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,18-24,M,BLACK,1000575,198114,40.710442,-73.941114,POINT (-73.941114 40.710442)
263290678,02/08/2023,14:02:00,BROOKLYN,OUTSIDE,90,0,STREET,(null),N,<18,M,BLACK,25-44,M,BLACK,1002330,195746,40.7039358,-73.93479149,POINT (-73.93479149 40.7039358)
261712055,01/10/2023,21:45:00,MANHATTAN,OUTSIDE,23,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,WHITE HISPANIC,999579,228737,40.794494,-73.944636,POINT (-73.944636 40.794494)
262334289,01/21/2023,04:00:00,QUEENS,OUTSIDE,110,0,STREET,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,M,BLACK,1016250,208615,40.739221,-73.884524,POINT (-73.884524 40.739221)
263018683,02/04/2023,00:00:00,BRONX,INSIDE,42,0,COMMERCIAL,GROCERY/BODEGA,N,<18,M,BLACK,<18,M,BLACK,1015391,244558,40.837878,-73.887459,POINT (-73.887459 40.837878)
261467498,01/05/2023,21:05:00,BROOKLYN,OUTSIDE,61,0,COMMERCIAL,LIQUOR STORE,Y,45-64,M,WHITE,25-44,M,WHITE,998473,152622,40.585577,-73.948792,POINT (-73.948792 40.585577)
263499885,02/11/2023,22:04:00,MANHATTAN,INSIDE,28,0,COMMERCIAL,GROCERY/BODEGA,Y,(null),(null),(null),25-44,M,BLACK,999788,233328,40.807094,-73.943873,POINT (-73.943873 40.807094)
262015262,01/16/2023,15:54:00,BROOKLYN,OUTSIDE,84,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,989963,188043,40.682811,-73.9794,POINT (-73.9794 40.682811)
265681414,03/25/2023,17:14:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1010049,183477,40.67024109,-73.90699864,POINT (-73.90699864 40.67024109)
265403525,03/20/2023,11:30:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK,1004579,183837,40.671245,-73.926713,POINT (-73.926713 40.671245)
265354390,03/19/2023,01:48:00,BRONX,OUTSIDE,48,0,STREET,SOCIAL CLUB/POLICY LOCATI,Y,(null),(null),(null),18-24,M,WHITE HISPANIC,1015448,250935,40.855379,-73.88722,POINT (-73.88722 40.855379)
265339109,03/19/2023,02:14:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1004343,243407,40.834751,-73.927388,POINT (-73.927388 40.834751)
262067877,01/17/2023,23:59:00,MANHATTAN,OUTSIDE,18,0,COMMERCIAL,SMALL MERCHANT,N,<18,M,BLACK,25-44,M,BLACK,987120,217093,40.762546,-73.989637,POINT (-73.989637 40.762546)
262443110,01/24/2023,22:58:00,BRONX,INSIDE,42,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,BLACK,25-44,M,BLACK,1010158,242490,40.832218,-73.906377,POINT (-73.906377 40.832218)
262316278,01/21/2023,14:50:00,QUEENS,OUTSIDE,113,0,STREET,PVT HOUSE,N,18-24,M,BLACK,18-24,F,BLACK,1044786,187855,40.682091,-73.781735,POINT (-73.781735 40.682091)
264080895,02/22/2023,08:25:00,MANHATTAN,INSIDE,25,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,F,WHITE HISPANIC,1002115,235058,40.811838,-73.935461,POINT (-73.935461 40.811838)
261528413,01/06/2023,22:57:00,BROOKLYN,OUTSIDE,63,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,1005706,170355,40.634238,-73.922695,POINT (-73.922695 40.634238)
265339108,03/18/2023,22:05:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,998750,176748,40.65179719,-73.94774422,POINT (-73.94774422 40.65179719)
265354390,03/19/2023,01:48:00,BRONX,OUTSIDE,48,0,STREET,SOCIAL CLUB/POLICY LOCATI,N,(null),(null),(null),18-24,M,BLACK,1015448,250935,40.855379,-73.88722,POINT (-73.88722 40.855379)
265124472,03/14/2023,10:35:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,25-44,M,BLACK,1012669,181000,40.663437,-73.897563,POINT (-73.897563 40.663437)
261964437,01/15/2023,17:13:00,BROOKLYN,INSIDE,67,0,DWELLING,(null),N,25-44,M,WHITE,65+,M,BLACK,1002902,178226,40.655847,-73.932776,POINT (-73.932776 40.655847)
264530498,03/03/2023,00:46:00,BRONX,OUTSIDE,46,0,OTHER,GAS STATION,N,(null),(null),(null),45-64,M,BLACK,1011431,247605,40.846253,-73.901755,POINT (-73.901755 40.846253)
265750631,03/27/2023,15:15:00,BROOKLYN,OUTSIDE,75,0,COMMERCIAL,GROCERY/BODEGA,N,(null),(null),(null),18-24,M,BLACK,1014841,182881,40.668591,-73.889724,POINT (-73.889724 40.668591)
263083846,02/03/2023,13:00:00,BROOKLYN,INSIDE,67,0,DWELLING,PVT HOUSE,Y,45-64,F,BLACK,45-64,M,BLACK,1003058,174701,40.646171,-73.932223,POINT (-73.932223 40.646171)
262679246,01/28/2023,05:46:00,BRONX,OUTSIDE,44,0,STREET,MULTI DWELL - APT BUILD,N,(null),(null),(null),<18,M,BLACK HISPANIC,1007072,239961,40.825285,-73.917538,POINT (-73.917538 40.825285)
263482952,02/11/2023,22:06:00,MANHATTAN,INSIDE,25,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,F,BLACK HISPANIC,1002329,231920,40.803226,-73.934696,POINT (-73.934696 40.803226)
263503175,02/10/2023,14:29:00,BRONX,OUTSIDE,48,0,STREET,FAST FOOD,Y,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1013973,247558,40.846117,-73.892569,POINT (-73.892569 40.846117)
263499886,02/11/2023,05:00:00,BRONX,OUTSIDE,43,0,STREET,(null),Y,(null),(null),(null),25-44,M,BLACK HISPANIC,1021951,244960,40.838955,-73.863746,POINT (-73.863746 40.838955)
263482953,02/11/2023,23:15:00,STATEN ISLAND,OUTSIDE,122,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,961968,156436,40.59603,-74.080232,POINT (-74.080232 40.59603)
262409423,01/24/2023,01:05:00,BROOKLYN,INSIDE,73,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,25-44,M,BLACK,1009904,180751,40.662761,-73.907529,POINT (-73.907529 40.662761)
261204520,01/01/2023,06:47:00,BRONX,OUTSIDE,40,0,STREET,(null),N,18-24,M,BLACK,<18,M,BLACK,1005216,235339,40.812604,-73.924256,POINT (-73.924256 40.812604)
263481576,02/11/2023,21:40:00,BRONX,OUTSIDE,52,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1013182,255873,40.86894,-73.89539,POINT (-73.89539 40.86894)
262882569,02/01/2023,19:00:00,BROOKLYN,OUTSIDE,75,0,COMMERCIAL,COMMERCIAL BLDG,Y,(null),(null),(null),25-44,M,BLACK,1021156,185782,40.676531,-73.866944,POINT (-73.866944 40.676531)
264270201,02/26/2023,21:47:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1001008,236583,40.81602546,-73.9394577,POINT (-73.9394577 40.81602546)
265744133,03/27/2023,11:08:00,BROOKLYN,OUTSIDE,88,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,989926,192765,40.695772,-73.979528,POINT (-73.979528 40.695772)
265246479,03/16/2023,14:22:00,STATEN ISLAND,OUTSIDE,121,0,STREET,(null),N,1028,M,BLACK,25-44,M,BLACK,942822,166353,,,
262067876,01/17/2023,03:09:00,BRONX,OUTSIDE,48,0,STREET,(null),N,<18,M,BLACK HISPANIC,25-44,M,ASIAN / PACIFIC ISLANDER,1016391,249523,40.85149942,-73.88382097,POINT (-73.88382097 40.85149942)
264747807,03/08/2023,18:10:00,MANHATTAN,INSIDE,25,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,F,WHITE,25-44,M,BLACK,1001487,232707,40.805388,-73.937736,POINT (-73.937736 40.805388)
264075661,02/22/2023,16:55:00,BRONX,OUTSIDE,44,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,1004343,243407,40.834751,-73.927388,POINT (-73.927388 40.834751)
262067878,01/17/2023,15:00:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,1008697,171612,40.63768,-73.911914,POINT (-73.911914 40.63768)
262334288,01/21/2023,21:17:00,BROOKLYN,OUTSIDE,63,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1003231,167629,40.626762,-73.931618,POINT (-73.931618 40.626762)
265006009,03/12/2023,20:20:00,BROOKLYN,OUTSIDE,61,0,STREET,GROCERY/BODEGA,Y,(null),(null),(null),25-44,M,WHITE HISPANIC,999980,157975,40.600268,-73.943353,POINT (-73.943353 40.600268)
